City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Pemangkat,ID,2021-11-29 03:07:04,1.1667,108.9667,82.72,67,100,4.52
295,Hami,CN,2021-11-29 03:07:04,42.8,93.45,26.85,49,0,4.68
296,Kavaratti,IN,2021-11-29 03:07:05,10.5669,72.642,81.72,78,100,17.98
297,Poum,NC,2021-11-29 03:07:05,-20.2333,164.0167,80.67,75,26,6.24
298,Kapit,MY,2021-11-29 03:07:06,2.0167,112.9333,84.94,61,98,0.6
299,Fushun,CN,2021-11-29 03:07:06,41.8558,123.9233,33.51,71,90,3.87
300,Henties Bay,NA,2021-11-29 03:07:06,-22.116,14.2845,57.96,93,1,0.36
301,Lahat,ID,2021-11-29 03:07:07,-3.8,103.5333,87.01,55,76,2.55
302,Havre-Saint-Pierre,CA,2021-11-29 03:07:07,50.2334,-63.5986,28.76,93,90,9.22
303,Leh,IN,2021-11-29 03:07:08,34.1667,77.5833,14.81,64,0,1.03
304,Berlevag,NO,2021-11-29 03:07:08,70.8578,29.0864,15.71,88,83,20.74
305,Honiara,SB,2021-11-29 03:07:09,-9.4333,159.95,85.53,73,98,4.65
306,Bengkulu,ID,2021-11-29 03:07:09,-3.8004,102.2655,82.69,69,100,9.48
307,Punta Alta,AR,2021-11-29 03:07:09,-38.8759,-62.0736,59.49,87,0,6.8
308,Cochrane,CA,2021-11-29 03:05:47,51.1834,-114.4687,36.23,87,20,13.8
309,Mogadishu,SO,2021-11-29 03:07:10,2.0371,45.3438,79.48,81,14,8.34
310,Chernyshevskiy,RU,2021-11-29 03:07:10,63.0128,112.4714,-9.02,100,100,2.33
311,Hammerfest,NO,2021-11-29 03:07:11,70.6634,23.6821,14.45,73,90,3.44
312,Panguna,PG,2021-11-29 03:07:11,-6.3164,155.4848,80.47,68,99,3.51
313,Ucluelet,CA,2021-11-29 03:07:11,48.9329,-125.5528,50.99,98,100,7.34
314,Phultala,BD,2021-11-29 03:07:12,22.7,89.5167,71.98,56,37,5.66
315,Bambous Virieux,MU,2021-11-29 03:07:12,-20.3428,57.7575,77.31,65,0,6.51
316,Tiznit,MA,2021-11-29 03:07:13,29.5833,-9.5,53.55,40,0,3.2
317,Nanortalik,GL,2021-11-29 03:07:13,60.1432,-45.2371,39.49,91,100,12.59
318,Vilyuysk,RU,2021-11-29 03:07:14,63.7553,121.6247,-18.09,100,84,3.22
319,Fairlie,GB,2021-11-29 03:07:14,55.756,-4.8556,30.11,68,100,3.71
320,Levokumskoye,RU,2021-11-29 03:07:14,44.8219,44.6606,43.57,93,84,6.91
321,Warwick,US,2021-11-29 03:06:15,41.7001,-71.4162,37.53,69,90,0.0
322,Saint Anthony,US,2021-11-29 03:08:15,45.0205,-93.218,33.42,53,90,3.44
323,Adrar,MR,2021-11-29 03:08:15,20.5022,-10.0711,57.6,46,100,9.57
324,Vestmanna,FO,2021-11-29 03:08:16,62.1564,-7.1664,38.32,93,90,19.57
325,Elizabethtown,US,2021-11-29 03:07:41,37.694,-85.8591,34.86,47,1,4.61
326,Kalanwali,IN,2021-11-29 03:08:16,29.85,74.95,62.31,34,0,1.39
327,Ampanihy,MG,2021-11-29 03:08:17,-24.7,44.75,61.02,70,0,6.98
328,Burntwood,GB,2021-11-29 03:08:17,52.6808,-1.9276,27.52,92,72,5.91
329,Carutapera,BR,2021-11-29 03:08:18,-1.195,-46.02,79.11,82,13,6.78
330,Portland,US,2021-11-29 03:05:52,45.5234,-122.6762,60.78,67,90,6.91
331,Aloleng,PH,2021-11-29 03:08:18,16.1307,119.7824,86.36,60,26,3.89
332,Husavik,IS,2021-11-29 03:08:19,66.0449,-17.3389,30.33,94,100,10.83
333,Tela,HN,2021-11-29 03:08:19,15.7833,-87.45,71.82,88,69,2.75
334,Mount Gambier,AU,2021-11-29 03:08:20,-37.8333,140.7667,77.97,29,2,9.33
335,Barcelos,PT,2021-11-29 03:08:20,41.5388,-8.6151,51.94,90,99,7.81
336,Zherdevka,RU,2021-11-29 03:08:21,51.8486,41.4606,41.13,98,100,11.59
337,Zyryanka,RU,2021-11-29 03:08:21,65.75,150.85,-19.44,96,100,2.01
338,Sidi Ali,DZ,2021-11-29 03:08:22,36.0998,0.4206,52.54,60,4,29.64
339,Port Hedland,AU,2021-11-29 03:08:22,-20.3167,118.5667,96.85,30,0,8.05
340,Ranapur,IN,2021-11-29 03:08:22,22.65,74.5333,68.67,39,100,5.68
341,Camacha,PT,2021-11-29 03:08:23,33.0833,-16.3333,60.22,59,40,9.22
342,Macusani,PE,2021-11-29 03:08:23,-14.0833,-70.4333,40.5,89,98,4.14
343,Esmeraldas,BR,2021-11-29 03:08:24,-19.7625,-44.3139,70.66,89,69,0.92
344,Kununurra,AU,2021-11-29 03:08:24,-15.7667,128.7333,98.58,25,95,9.22
345,Imbituba,BR,2021-11-29 03:08:24,-28.24,-48.6703,73.29,94,92,8.14
346,Tura,IN,2021-11-29 03:08:25,25.5198,90.2201,69.62,51,17,1.3
347,Mersing,MY,2021-11-29 03:08:25,2.4312,103.8405,85.95,63,75,6.08
348,Paracuru,BR,2021-11-29 03:08:25,-3.41,-39.0306,82.42,81,53,10.13
349,Jumla,NP,2021-11-29 03:08:26,29.2747,82.1838,51.28,28,4,1.79
350,Burnie,AU,2021-11-29 03:08:26,-41.0667,145.9167,60.85,58,98,6.91
351,Elko,US,2021-11-29 03:08:27,41.0002,-115.5012,33.82,46,8,0.74
352,Laukaa,RU,2021-11-29 03:08:27,58.7372,29.8453,19.35,95,100,7.09
353,Mezhdurechensk,RU,2021-11-29 03:08:27,53.6942,88.0603,18.28,91,100,3.18
354,Dryden,CA,2021-11-29 03:08:28,49.7833,-92.7503,11.55,98,100,1.3
355,Ilulissat,GL,2021-11-29 03:08:28,69.2167,-51.1,21.22,79,100,5.75
356,Sitka,US,2021-11-29 03:08:29,57.0531,-135.33,33.69,69,75,3.44
357,Krasnyy Chikoy,RU,2021-11-29 03:08:29,50.3643,108.7512,14.5,83,94,3.94
358,Canico,PT,2021-11-29 03:08:29,32.6333,-16.85,63.68,67,20,13.8
359,Emba,KZ,2021-11-29 03:08:30,48.8264,58.1442,15.6,86,74,3.27
360,Ongandjera,NA,2021-11-29 03:08:30,-17.8833,15.0667,71.49,39,97,8.1
361,Saint-Augustin,CA,2021-11-29 03:08:30,51.226,-58.6502,33.87,91,93,16.87
362,Salalah,OM,2021-11-29 03:08:31,17.0151,54.0924,78.89,29,0,10.36
363,Margate,GB,2021-11-29 03:08:31,51.3813,1.3862,30.06,84,16,22.12
364,Tuatapere,NZ,2021-11-29 03:08:32,-46.1333,167.6833,63.45,52,4,10.76
365,Amahai,ID,2021-11-29 03:08:32,-3.3333,128.9167,85.8,67,89,6.13
366,Batagay-Alyta,RU,2021-11-29 03:08:32,67.8006,130.4114,-21.01,98,99,3.58
367,Port Hardy,CA,2021-11-29 03:08:33,50.6996,-127.4199,46.58,100,75,3.44
368,Miyako,JP,2021-11-29 03:08:33,39.6367,141.9525,50.92,52,99,3.6
369,Bojnurd,IR,2021-11-29 03:09:34,37.4747,57.329,46.6,51,26,6.71
370,Lambarene,GA,2021-11-29 03:09:34,-0.7001,10.2406,73.76,96,100,2.59
371,Agaro,ET,2021-11-29 03:09:34,7.85,36.65,54.88,71,2,1.88
372,Beyneu,KZ,2021-11-29 03:09:35,45.3167,55.2,34.36,47,18,8.99
373,Kalemie,CD,2021-11-29 03:09:35,-5.9475,29.1947,69.35,80,62,1.61
374,Sainte-Suzanne,RE,2021-11-29 03:09:36,-20.9061,55.6089,77.22,78,20,1.14
375,Tigre,AR,2021-11-29 03:07:50,-34.426,-58.5796,66.2,94,90,10.36
376,Eyl,SO,2021-11-29 03:09:36,7.9803,49.8164,74.07,77,27,13.71
377,Xingyi,CN,2021-11-29 03:09:36,24.1877,102.817,55.18,85,77,3.71
378,Kolyvan,RU,2021-11-29 03:09:37,55.3053,82.7391,13.62,96,100,7.43
379,Nizhniy Kuranakh,RU,2021-11-29 03:09:37,58.8353,125.4869,-0.36,88,82,2.1
380,Bluefield,US,2021-11-29 03:09:38,37.2698,-81.2223,41.04,48,1,11.5
381,Gurkovo,BG,2021-11-29 03:09:38,42.6667,25.8,60.93,88,71,19.44
382,Porto Velho,BR,2021-11-29 03:09:39,-8.7619,-63.9039,75.25,94,20,3.44
383,Ayan,RU,2021-11-29 03:09:39,56.45,138.1667,10.13,61,0,16.44
384,Rio De Janeiro,BR,2021-11-29 03:06:02,-22.9028,-43.2075,73.4,88,0,4.61
385,Waverly,US,2021-11-29 03:09:40,42.7392,-84.6208,34.29,74,20,8.05
386,Koper,SI,2021-11-29 03:09:40,45.5469,13.7294,40.89,87,90,3.44
387,Mildura,AU,2021-11-29 03:05:48,-34.2,142.15,84.16,21,2,8.05
388,Leshukonskoye,RU,2021-11-29 03:09:40,64.8989,45.7622,9.75,94,100,6.64
389,Qaqortoq,GL,2021-11-29 03:09:41,60.7167,-46.0333,36.1,97,100,8.12
390,Vanimo,PG,2021-11-29 03:09:41,-2.6741,141.3028,83.79,79,73,4.21
391,Bambanglipuro,ID,2021-11-29 03:09:42,-7.95,110.2833,83.26,65,100,5.28
392,Oga,IT,2021-11-29 03:09:42,46.4631,10.347,16.34,98,96,4.85
393,Azanka,RU,2021-11-29 03:09:42,58.0401,64.7893,23.02,78,82,9.95
394,Pamekasan,ID,2021-11-29 03:09:43,-7.1568,113.4746,77.14,85,100,8.16
395,Marsh Harbour,BS,2021-11-29 03:05:29,26.5412,-77.0636,72.72,69,86,6.06
396,Mount Isa,AU,2021-11-29 03:09:43,-20.7333,139.5,94.77,17,30,6.91
397,Gwadar,PK,2021-11-29 03:09:44,25.1216,62.3254,73.63,68,0,8.5
398,Roald,NO,2021-11-29 03:09:44,62.5833,6.1333,26.74,93,90,10.36
399,Katherine,AU,2021-11-29 03:09:45,-14.4667,132.2667,98.92,20,40,11.5
400,Balabac,PH,2021-11-29 03:09:45,7.9868,117.0645,83.82,69,100,4.99
401,Hobyo,SO,2021-11-29 03:09:46,5.3505,48.5268,80.76,75,23,15.37
402,Brejo Da Madre De Deus,BR,2021-11-29 03:09:46,-8.1458,-36.3711,70.77,88,73,4.34
403,Noumea,NC,2021-11-29 03:09:46,-22.2763,166.4572,89.58,67,44,16.4
404,Pisco,PE,2021-11-29 03:09:47,-13.7,-76.2167,64.45,82,0,6.91
405,Carmen,MX,2021-11-29 03:09:47,18.6333,-91.8333,77.36,77,95,14.38
406,Tanda,IN,2021-11-29 03:09:48,26.55,82.65,66.99,56,23,4.97
407,Piterka,RU,2021-11-29 03:09:48,50.6803,47.4454,38.01,91,89,9.64
408,Sistranda,NO,2021-11-29 03:09:48,63.7256,8.834,22.96,77,99,13.65
409,Omsukchan,RU,2021-11-29 03:09:49,62.5333,155.8,-8.52,98,100,4.32
410,Torbay,CA,2021-11-29 03:05:30,47.6666,-52.7314,43.74,78,37,17.07
411,Baghdad,IQ,2021-11-29 03:09:12,33.3406,44.4009,53.51,62,0,2.3
412,Kikwit,CD,2021-11-29 03:09:50,-5.041,18.8162,68.11,98,98,2.59
413,Asau,RO,2021-11-29 03:09:50,46.4333,26.4,41.92,83,83,5.79
414,Svetlyy,RU,2021-11-29 03:09:50,54.675,20.1347,33.85,99,100,14.43
415,Antalaha,MG,2021-11-29 03:09:51,-14.9003,50.2788,74.34,84,39,4.43
416,Villa Carlos Paz,AR,2021-11-29 03:10:51,-31.4241,-64.4978,56.48,42,0,4.21
417,Trairi,BR,2021-11-29 03:09:52,-3.2778,-39.2689,80.15,79,65,9.28
418,Mezen,RU,2021-11-29 03:10:52,65.8522,44.24,7.38,91,97,7.34
419,Barinitas,VE,2021-11-29 03:10:52,8.7622,-70.4111,69.84,92,91,5.28
420,Bardiyah,LY,2021-11-29 03:10:53,31.7561,25.0865,72.93,32,100,23.87
421,Sete Lagoas,BR,2021-11-29 03:09:18,-19.4658,-44.2467,70.68,88,70,1.19
422,Bilibino,RU,2021-11-29 03:10:53,68.0546,166.4372,4.93,96,100,1.92
423,Vila Franca Do Campo,PT,2021-11-29 03:10:54,37.7167,-25.4333,59.41,64,94,3.42
424,Sestri Levante,IT,2021-11-29 03:10:54,44.2732,9.3968,44.51,57,1,6.82
425,Pahrump,US,2021-11-29 03:07:26,36.2083,-115.9839,53.65,20,0,1.79
426,Alofi,NU,2021-11-29 03:10:55,-19.0595,-169.9187,78.69,61,75,16.11
427,Zhirnovsk,RU,2021-11-29 03:10:55,50.9845,44.7735,41.54,92,100,9.91
428,Zaraza,VE,2021-11-29 03:10:56,9.3503,-65.3245,73.56,92,67,4.83
429,Maple Creek,CA,2021-11-29 03:10:56,49.9168,-109.4848,53.65,43,58,13.8
430,Constitucion,CL,2021-11-29 03:10:56,-35.3333,-72.4167,53.85,76,0,13.53
431,La Palma,US,2021-11-29 03:10:04,33.8464,-118.0467,72.91,69,1,3.44
432,Hare Bay,CA,2021-11-29 03:10:57,48.8499,-54.0148,41.16,76,98,11.21
433,Alyangula,AU,2021-11-29 03:10:57,-13.8483,136.4192,88.2,52,96,3.98
434,Comodoro Rivadavia,AR,2021-11-29 03:10:58,-45.8667,-67.5,64.26,34,0,31.07
435,Moses Lake,US,2021-11-29 03:10:58,47.1301,-119.2781,55.76,62,20,11.5
436,Contamana,PE,2021-11-29 03:10:59,-7.3333,-75.0167,77.18,75,83,1.83
437,Guerrero Negro,MX,2021-11-29 03:10:59,27.9769,-114.0611,67.6,58,0,8.12
438,Barichara,CO,2021-11-29 03:10:59,6.6357,-73.2228,67.59,93,99,2.59
439,Arrecife,ES,2021-11-29 03:11:00,28.963,-13.5477,64.47,59,0,18.41
440,Marrakesh,MA,2021-11-29 03:11:00,31.6315,-8.0083,44.67,70,0,8.05
441,Padang,ID,2021-11-29 03:11:01,-0.9492,100.3543,86.05,67,94,3.85
442,Havelock,US,2021-11-29 03:11:01,34.8791,-76.9013,51.78,52,100,6.26
443,Pitimbu,BR,2021-11-29 03:07:57,-7.4706,-34.8086,81.19,79,31,10.16
444,Fairbanks,US,2021-11-29 03:11:02,64.8378,-147.7164,-29.24,68,75,0.0
445,Anloga,GH,2021-11-29 03:11:02,5.7947,0.8973,81.48,79,51,9.04
446,Seymchan,RU,2021-11-29 03:11:02,62.8833,152.4333,-16.24,94,100,1.61
447,Yumen,CN,2021-11-29 03:11:03,40.2833,97.2,29.79,25,0,13.47
448,Dingle,PH,2021-11-29 03:11:03,10.9995,122.6711,85.26,72,49,11.23
449,Lixourion,GR,2021-11-29 03:11:04,38.2019,20.4314,61.74,69,89,26.73
450,Luanda,AO,2021-11-29 03:11:04,-8.8368,13.2343,77.14,82,100,6.4
451,Ust-Nera,RU,2021-11-29 03:11:04,64.5667,143.2,-9.44,98,100,3.0
452,Andros Town,BS,2021-11-29 03:11:05,24.7,-77.7667,66.16,73,26,8.01
453,Aracati,BR,2021-11-29 03:11:06,-4.5617,-37.7697,80.15,79,80,9.46
454,Diego De Almagro,CL,2021-11-29 03:11:07,-26.3667,-70.05,61.41,48,0,1.63
455,Verkhnetulomskiy,RU,2021-11-29 03:11:07,68.6073,31.7962,-1.34,99,84,3.42
456,Micco,US,2021-11-29 03:11:08,27.8806,-80.5003,62.65,42,100,5.35
457,Sonoita,MX,2021-11-29 03:11:08,31.85,-112.8333,66.65,24,0,4.97
458,Trinidad,BO,2021-11-29 03:11:09,-14.8333,-64.9,73.56,96,96,4.14
459,Wanning,CN,2021-11-29 03:11:09,18.8003,110.3967,77.07,71,89,17.29
460,Juneau,US,2021-11-29 03:10:39,58.3019,-134.4197,30.2,80,75,0.0
461,Moreira,PT,2021-11-29 03:11:10,41.056,-8.3894,51.42,89,67,7.58
462,Evensk,RU,2021-11-29 03:11:10,61.95,159.2333,16.74,95,100,1.95
463,Dalnegorsk,RU,2021-11-29 03:12:11,44.5604,135.5701,40.86,80,23,12.12
464,Velsk,RU,2021-11-29 03:12:11,61.0701,42.0983,5.79,97,47,3.11
465,Biltine,TD,2021-11-29 03:12:11,14.5333,20.9167,74.34,17,0,10.49
466,Mitsamiouli,KM,2021-11-29 03:12:12,-11.3847,43.2844,79.57,79,19,8.5
467,Kaina,NG,2021-11-29 03:12:12,12.6374,8.5873,67.82,18,67,7.0
468,Salina,US,2021-11-29 03:07:43,38.8403,-97.6114,44.73,57,1,10.36
469,Maceio,BR,2021-11-29 03:07:38,-9.6658,-35.7353,80.04,89,40,2.3
470,Padilla,CO,2021-11-29 03:12:13,3.2204,-76.3139,71.17,94,78,3.22
471,Hamilton,US,2021-11-29 03:08:34,39.1834,-84.5333,33.24,60,1,4.61
472,Ninh Binh,VN,2021-11-29 03:12:14,20.2539,105.975,75.31,51,78,7.49
473,Hovd,MN,2021-11-29 03:12:14,48.0056,91.6419,20.28,31,0,2.04
474,Howard Springs,AU,2021-11-29 03:12:14,-12.497,131.047,93.11,34,96,1.74
475,Mushie,CD,2021-11-29 03:12:15,-3.0167,16.9,71.13,97,91,1.81
476,Rudbar,AF,2021-11-29 03:12:15,30.15,62.6,57.02,30,95,2.73
477,Novikovo,RU,2021-11-29 03:12:15,51.1537,37.8879,44.11,98,100,10.42
478,Teya,RU,2021-11-29 03:12:16,60.3778,92.6267,-3.82,100,73,3.09
479,Mecca,SA,2021-11-29 03:12:15,21.4267,39.8261,73.92,60,0,0.29
480,Zheleznodorozhnyy,RU,2021-11-29 03:12:16,55.7503,38.0042,36.12,91,100,6.6
481,Charters Towers,AU,2021-11-29 03:12:17,-20.1,146.2667,88.03,46,99,11.48
482,La Ronge,CA,2021-11-29 03:12:17,55.1001,-105.2842,26.85,68,100,5.75
483,Sicuani,PE,2021-11-29 03:12:18,-14.2694,-71.2261,46.26,88,92,1.72
484,Zinder,NE,2021-11-29 03:12:18,13.8072,8.9881,69.67,17,96,9.55
485,Knysna,ZA,2021-11-29 03:12:19,-34.0363,23.0471,64.78,87,69,3.47
486,Kamaishi,JP,2021-11-29 03:12:19,39.2667,141.8833,50.56,55,95,8.68
487,Muros,ES,2021-11-29 03:12:19,42.7762,-9.0603,52.3,83,100,12.24
488,Zomin,UZ,2021-11-29 03:12:20,39.9606,68.3958,41.99,45,0,2.08
489,Bogale,MM,2021-11-29 03:08:06,16.2833,95.4,79.86,69,79,9.73
490,Aasiaat,GL,2021-11-29 03:12:20,68.7098,-52.8699,17.76,85,100,9.62
491,Nayagarh,IN,2021-11-29 03:12:21,20.1333,85.1,69.24,50,18,3.47
492,Parkes,AU,2021-11-29 03:12:21,-33.1333,148.1833,71.71,63,88,3.89
493,Chaman,PK,2021-11-29 03:12:22,30.9236,66.4512,51.3,43,99,4.34
494,Shiyan,CN,2021-11-29 03:12:22,32.6475,110.7781,51.85,45,100,16.33
495,Kiama,AU,2021-11-29 03:11:16,-34.6833,150.8667,67.08,63,25,8.48
496,General Roca,AR,2021-11-29 03:12:23,-39.0333,-67.5833,72.0,19,13,10.92
497,Sur,OM,2021-11-29 03:12:23,22.5667,59.5289,73.35,58,4,5.64
498,Kerema,PG,2021-11-29 03:12:24,-7.9631,145.7785,85.35,66,42,7.58
499,Xai-Xai,MZ,2021-11-29 03:12:24,-25.0519,33.6442,67.55,74,3,9.8
500,Svarstad,NO,2021-11-29 03:12:24,59.399,9.9698,21.09,75,100,3.62
501,Klyuchi,RU,2021-11-29 03:12:25,52.2667,79.1667,13.86,83,99,7.54
502,Ouadda,CF,2021-11-29 03:12:25,8.0777,22.4007,72.3,30,94,5.03
503,Yar-Sale,RU,2021-11-29 03:12:26,66.8333,70.8333,1.51,91,100,12.77
504,Makakilo City,US,2021-11-29 03:12:26,21.3469,-158.0858,77.32,63,75,9.22
505,Onega,RU,2021-11-29 03:12:26,63.9061,38.1404,10.31,93,100,4.47
506,Santiago,CL,2021-11-29 03:09:48,-33.4569,-70.6483,67.15,37,0,5.75
507,Srednekolymsk,RU,2021-11-29 03:12:27,67.45,153.6833,-28.73,97,100,7.27
508,Caconda,AO,2021-11-29 03:12:28,-13.7333,15.0667,59.85,92,99,2.68
509,Kargil,IN,2021-11-29 05:25:26,34.5667,76.1,16.25,51,0,1.23
510,Barkhan,PK,2021-11-29 05:24:08,29.8977,69.5256,63.03,22,1,2.3
511,Gamba,GA,2021-11-29 05:25:26,-2.65,10.0,75.85,91,96,5.88
512,Tofield,CA,2021-11-29 05:25:27,53.3668,-112.6686,38.52,81,98,12.1
513,Foca,TR,2021-11-29 05:25:27,38.6703,26.7566,73.24,65,84,34.61
514,Belmonte,BR,2021-11-29 05:25:28,-15.8631,-38.8828,75.7,87,98,13.18
515,Storforshei,NO,2021-11-29 05:25:28,66.4043,14.5233,4.78,85,75,2.3
516,Ogbomosho,NG,2021-11-29 05:25:29,8.133,4.25,71.55,98,75,1.72
517,Cayenne,GF,2021-11-29 05:25:29,4.9333,-52.3333,75.24,100,20,2.3
518,Agirish,RU,2021-11-29 05:25:30,61.9247,63.0231,24.69,92,100,10.0
519,Mahajanga,MG,2021-11-29 05:25:30,-15.7167,46.3167,78.82,89,75,5.75
520,Tanabe,JP,2021-11-29 05:25:31,33.7333,135.3667,60.01,51,40,5.75
521,Swan River,CA,2021-11-29 05:25:31,52.1058,-101.2676,21.09,86,100,4.61
522,Manggar,ID,2021-11-29 05:25:31,-2.8833,108.2667,83.05,73,100,7.49
523,Lompoc,US,2021-11-29 05:25:32,34.6391,-120.4579,52.11,69,1,4.61
524,Sioux Lookout,CA,2021-11-29 05:25:32,50.1001,-91.917,21.58,99,94,2.24
525,Zacatecoluca,SV,2021-11-29 05:25:33,13.5,-88.8667,77.18,68,0,6.71
526,Port Blair,IN,2021-11-29 05:25:33,11.6667,92.75,84.42,70,29,13.8
527,Kalakamati,BW,2021-11-29 05:25:34,-20.5929,27.3121,74.97,47,91,11.88
528,Kajaani,FI,2021-11-29 05:25:34,64.2273,27.7285,10.78,89,100,4.23
529,Calama,CL,2021-11-29 05:25:35,-22.4667,-68.9333,52.38,36,0,4.18
530,Hirado,JP,2021-11-29 05:25:35,33.3597,129.5531,61.95,63,8,8.21
531,Sinnamary,GF,2021-11-29 05:25:36,5.3833,-52.95,76.78,90,94,7.2
532,Kainantu,PG,2021-11-29 05:25:36,-6.2887,145.8655,77.9,49,98,5.68
533,Yenotayevka,RU,2021-11-29 05:25:37,47.2456,47.0281,40.73,94,77,10.45
534,Bridlington,GB,2021-11-29 05:22:55,54.0831,-0.1919,33.73,74,93,15.48
535,Concordia,AR,2021-11-29 05:23:09,-31.393,-58.0209,61.27,86,39,10.94
536,Marienburg,PL,2021-11-29 05:25:37,54.0359,19.0266,35.26,100,100,11.45
537,Road Town,VG,2021-11-29 05:25:38,18.4167,-64.6167,77.09,75,9,14.23
538,Melo,UY,2021-11-29 05:25:38,-32.3667,-54.1833,60.91,96,75,13.44
539,Nago,JP,2021-11-29 05:25:39,26.5881,127.9761,73.56,67,100,16.02
540,Ewa Beach,US,2021-11-29 05:25:39,21.3156,-158.0072,75.15,72,75,4.61
541,Victor Harbor,AU,2021-11-29 05:25:39,-35.5667,138.6167,82.49,42,0,7.0
542,Sao Gabriel Da Cachoeira,BR,2021-11-29 05:25:40,-0.1303,-67.0892,72.73,99,100,1.03
543,Kendari,ID,2021-11-29 05:25:40,-3.945,122.4989,82.47,76,97,3.02
544,Namtsy,RU,2021-11-29 05:25:41,62.7161,129.6658,-7.49,99,100,1.21
545,Yairipok,IN,2021-11-29 05:25:41,24.6667,94.0667,69.66,50,65,1.86
546,Apt,FR,2021-11-29 05:25:41,43.8833,5.4,37.04,75,60,16.04
547,Umm Lajj,SA,2021-11-29 05:25:42,25.0213,37.2685,82.65,34,60,14.7
548,Coahuayana,MX,2021-11-29 05:25:42,18.7333,-103.6833,72.09,83,0,4.23
549,Ust-Koksa,RU,2021-11-29 05:25:43,50.2696,85.6108,19.0,79,15,1.25
550,Baykit,RU,2021-11-29 05:25:43,61.67,96.37,3.09,91,97,7.05
551,Yinchuan,CN,2021-11-29 05:25:43,38.4681,106.2731,32.95,27,21,8.03
552,Banda Aceh,ID,2021-11-29 05:25:44,5.5577,95.3222,81.48,74,96,3.94
553,Ardatov,RU,2021-11-29 05:26:44,55.2421,43.097,34.41,100,100,6.89
554,Mahina,PF,2021-11-29 05:26:45,-17.5065,-149.489,76.77,88,75,9.22
555,Lively,CA,2021-11-29 05:26:45,46.4334,-81.1498,23.81,98,91,2.04
556,Youghal,IE,2021-11-29 05:26:45,51.95,-7.8506,43.81,89,100,3.2
557,Lake Havasu City,US,2021-11-29 05:23:23,34.4839,-114.3224,68.0,14,1,6.91
558,Emerald,AU,2021-11-29 05:26:46,-23.5333,148.1667,73.54,100,90,8.05
559,Shahr-E Babak,IR,2021-11-29 05:26:46,30.1165,55.1186,52.45,47,49,8.03
560,Redwater,US,2021-11-29 05:26:47,33.3582,-94.2544,48.49,72,0,3.51
561,Kalmunai,LK,2021-11-29 05:26:47,7.4167,81.8167,81.07,81,100,13.53
562,Smidovich,RU,2021-11-29 05:26:48,48.6,133.8167,19.2,87,53,9.01
563,Bilma,NE,2021-11-29 05:26:48,18.6853,12.9164,70.48,19,58,6.13
564,Colares,PT,2021-11-29 05:26:49,38.7992,-9.4469,56.88,78,35,20.13
565,Totness,SR,2021-11-29 05:25:19,5.8833,-56.3167,77.16,84,44,8.19
566,Batsfjord,NO,2021-11-29 05:26:49,70.6345,29.7185,14.5,88,90,16.37
567,Cedar City,US,2021-11-29 05:26:50,37.6775,-113.0619,34.77,55,1,0.0
